teeny	'ti:nI	малюсенький		
teeter	'ti:tq	качаться; колебаться		
teeth	ti:T	tooth		
teethe	ti:D		this baby is teething	у этого ребёнка режутся зубы
TEFL	'tefl	преподавание английского языка как иностранного		
telecommunications	'telIkq.mju:nI'keISnz	телекоммуникации		
telegram	'telIgrxm	телеграмма	to send/to receive a telegram; to inform  by telegram that	
telegraph	'telIgrã:f	телеграф; телеграфировать		
telepathic	.telI'pxTIk	телепатический	telepathic powers; a telepathic message	телепатические способности; телепатическое сообщение
telepathy	tI'lepqTI	телепатия		
telephone	'telIfqǔn	телефон; телефонная трубка; телефонировать; звонить по телефону		
telephonist	tq'lefqnIst	телефонист		
telescope	'telIskqǔp	телескоп	to focus a telescope on	наводить телескоп на что-л.
teletype	'telItaIp	телетайп		
televise	'telIvaIz	передавать по телевизору		
television	'telI.vIZn	телевидение; телевизор		
telex	'teleks	телекс; передавать по телексу		
tell	tel	говорить; рассказывать; давать указания; велеть; различать; определять; знать; сказываться		
teller	'telq	кассир; подсчитывающий голоса при голосовании	a bank teller	кассир в банке
telling	'telIN	сильный; эффективный		
telltale	'telteIl	ябеда; выдающий; свидетельствующий	a telltale remark/look; telltale signs	
temper	'tempq	нрав; характер; настроение; раздражительность; злость		
temperament	'tempqrqmqnt	характер; нрав; натура		
temperamental	.tempqrq'mentl	темпераментный	a temperamental actress; my car is a bit temperamental	темпераментная актриса; у моей машины своенравный характер
temperate	'tempqrqt	умеренный	a temperate climate; the temperate zones; temperate plants	
temperature	'temprqtSq	температура; повышенная температура		
tempest	'tempIst	буря		
temple	'templ	висок; храм		
tempo	'tempqǔ	темп; скорость; темп		
temporary	'tempqrqrI	временный		
tempt	tempt	соблазнять; искушать		
temptation	temp'teISn	соблазн; искушение		
ten	ten	десять		
tenable	'tenqbl	обоснованный; разумный		
tenacious	tI'neISqs	упорный; настойчивый; цепкий		
tenancy	'tenqnsI	аренда	a six-month/life tenancy; a tenancy of a farm/a house	шестимесячная/пожизненная аренда; аренда фермы/дома
tenant	'tenqnt	жилец; квартиросъёмщик; арендатор	sitting tenants; a tenant farmer	жильцы; фермер-арендатор
tend	tend	иметь склонность; ухаживать		
tendency	'tendqnsI	склонность; тенденция		
tender	'tendq	предложение; официально предлагать; подавать заявление; нежный; любящий; нежный; мягкий; чувствующий боль; чувствительный		
